Customer ID,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
15316.0,296,1,165.0,2,1,1,4,Low Value - Likely Churn
15317.0,646,2,112.05000000000001,1,2,1,4,Low Value - Likely Churn
15319.0,253,1,204.5,2,1,1,4,Low Value - Likely Churn
15320.0,13,1,267.13,5,1,2,8,New / Low Engagement
15321.0,18,18,6560.650000000001,5,5,5,15,High Value - Loyal
15322.0,33,3,1314.15,4,3,4,11,Mid Value - Stable
15323.0,502,4,320.9,1,3,2,6,Low Value - Likely Churn
15324.0,670,1,140.22000000000003,1,1,1,3,Low Value - Likely Churn
15325.0,73,9,1596.81,3,4,4,11,Mid Value - Stable
15326.0,303,10,1529.82,2,5,4,11,High Value - At Risk
15327.0,22,1,208.75,4,1,1,6,New / Low Engagement
15328.0,377,1,107.24,2,1,1,4,Low Value - Likely Churn
15329.0,4,20,2742.98,5,5,5,15,High Value - Loyal
15330.0,1,2,714.96,5,2,3,10,New / Low Engagement
15331.0,469,4,755.41,1,3,3,7,Mid Value - Stable
15332.0,335,6,6553.74,2,4,5,11,High Value - At Risk
15333.0,177,1,1028.56,3,1,3,7,Mid Value - Stable
15334.0,126,3,351.67,3,3,2,8,Mid Value - Stable
15335.0,23,1,173.97,4,1,1,6,New / Low Engagement
15336.0,371,1,240.5,2,1,1,4,Low Value - Likely Churn
15337.0,372,2,344.72,2,2,2,6,Low Value - Likely Churn
15338.0,646,1,283.43,1,1,2,4,Low Value - Likely Churn
15339.0,35,11,1634.09,4,5,4,13,High Value - Loyal
15340.0,531,1,105.5,1,1,1,3,Low Value - Likely Churn
15341.0,50,3,2401.02,4,3,4,11,Mid Value - Stable
15342.0,85,2,391.76,3,2,2,7,Mid Value - Stable
15343.0,56,1,364.5,4,1,2,7,New / Low Engagement
15344.0,1,3,403.18,5,3,2,10,Mid Value - Stable
15345.0,4,2,367.69,5,2,2,9,New / Low Engagement
15346.0,302,4,591.65,2,3,3,8,Mid Value - Stable
15347.0,335,6,1333.9,2,4,4,10,High Value - At Risk
15348.0,41,1,158.04,4,1,1,6,New / Low Engagement
15349.0,127,2,473.81,3,2,2,7,Mid Value - Stable
15350.0,342,2,663.25,2,2,3,7,Mid Value - Stable
15351.0,2,13,3332.64,5,5,5,15,High Value - Loyal
15352.0,518,1,114.95,1,1,1,3,Low Value - Likely Churn
15353.0,224,8,3154.05,2,4,5,11,High Value - At Risk
15354.0,568,7,-94.8,1,4,1,6,High Value - At Risk
15355.0,22,1,126.25,4,1,1,6,New / Low Engagement
15356.0,0,13,3464.95,5,5,5,15,High Value - Loyal
15357.0,651,1,-36.75,1,1,1,3,Low Value - Likely Churn
15358.0,4,52,16014.79,5,5,5,15,High Value - Loyal
15359.0,524,9,162.6,1,4,1,6,High Value - At Risk
15360.0,9,1,427.93,5,1,2,8,New / Low Engagement
15361.0,331,4,689.07,2,3,3,8,Mid Value - Stable
15362.0,418,2,613.08,1,2,3,6,Low Value - Likely Churn
15363.0,210,3,996.16,3,3,3,9,Mid Value - Stable
15364.0,65,2,913.19,3,2,3,8,Mid Value - Stable
15365.0,33,12,3204.09,4,5,5,14,High Value - Loyal
15366.0,44,7,2389.08,4,4,4,12,Mid Value - Stable
15367.0,26,13,5005.7300000000005,4,5,5,14,High Value - Loyal
15368.0,363,1,275.8,2,1,2,5,Low Value - Likely Churn
15369.0,113,13,1713.39,3,5,4,12,Mid Value - Stable
15370.0,10,9,3713.51,5,4,5,14,High Value - Loyal
15371.0,631,1,59.400000000000006,1,1,1,3,Low Value - Likely Churn
15372.0,106,10,5954.42,3,5,5,13,High Value - Loyal
15373.0,85,15,2489.58,3,5,4,12,Mid Value - Stable
15374.0,98,2,307.32,3,2,2,7,Mid Value - Stable
15375.0,659,1,60.959999999999994,1,1,1,3,Low Value - Likely Churn
15376.0,9,3,1233.3600000000001,5,3,4,12,Mid Value - Stable
15377.0,352,5,1179.95,2,4,4,10,High Value - At Risk
15378.0,432,2,246.5,1,2,1,4,Low Value - Likely Churn
15379.0,138,9,4806.4400000000005,3,4,5,12,Mid Value - Stable
15380.0,16,12,3036.9,5,5,5,15,High Value - Loyal
15381.0,183,6,1887.62,3,4,4,11,Mid Value - Stable
15382.0,54,19,12400.69,4,5,5,14,High Value - Loyal
15383.0,651,1,-10.5,1,1,1,3,Low Value - Likely Churn
15384.0,139,5,2014.49,3,4,4,11,Mid Value - Stable
15385.0,9,3,942.08,5,3,3,11,Mid Value - Stable
15386.0,155,1,394.14,3,1,2,6,Low Value - Likely Churn
15387.0,461,1,468.65,1,1,2,4,Low Value - Likely Churn
15388.0,239,1,140.54,2,1,1,4,Low Value - Likely Churn
15389.0,141,5,2733.8,3,4,5,12,Mid Value - Stable
15390.0,365,2,1216.66,2,2,4,8,Mid Value - Stable
15391.0,540,2,282.92,1,2,2,5,Low Value - Likely Churn
15392.0,58,6,2021.75,4,4,4,12,Mid Value - Stable
15393.0,250,4,783.58,2,3,3,8,Mid Value - Stable
15394.0,47,12,4922.0,4,5,5,14,High Value - Loyal
15395.0,295,1,107.45,2,1,1,4,Low Value - Likely Churn
15396.0,82,2,796.38,3,2,3,8,Mid Value - Stable
15397.0,259,1,94.0,2,1,1,4,Low Value - Likely Churn
15398.0,43,2,628.95,4,2,3,9,New / Low Engagement
15399.0,48,1,305.17,4,1,2,7,New / Low Engagement
15400.0,61,9,1252.8,4,4,4,12,Mid Value - Stable
15401.0,421,2,216.95000000000002,1,2,1,4,Low Value - Likely Churn
15402.0,118,7,1816.64,3,4,4,11,Mid Value - Stable
15403.0,461,2,170.88,1,2,1,4,Low Value - Likely Churn
15404.0,345,1,257.06,2,1,2,5,Low Value - Likely Churn
15405.0,158,2,659.84,3,2,3,8,Mid Value - Stable
15406.0,0,4,975.87,5,3,3,11,Mid Value - Stable
15407.0,3,4,1056.44,5,3,3,11,Mid Value - Stable
15408.0,233,1,267.18,2,1,2,5,Low Value - Likely Churn
15409.0,671,2,117.2,1,2,1,4,Low Value - Likely Churn
15410.0,53,10,4685.72,4,5,5,14,High Value - Loyal
15411.0,15,4,978.76,5,3,3,11,Mid Value - Stable
15412.0,140,1,190.53,3,1,1,5,Low Value - Likely Churn
15413.0,399,7,-2531.3799999999997,1,4,1,6,High Value - At Risk
15414.0,6,2,421.5,5,2,2,9,New / Low Engagement
15415.0,282,1,572.8100000000001,2,1,3,6,Low Value - Likely Churn
15416.0,34,9,4554.65,4,4,5,13,High Value - Loyal
15417.0,54,1,508.8,4,1,2,7,New / Low Engagement
15418.0,394,2,452.32,1,2,2,5,Low Value - Likely Churn
15420.0,403,6,743.0,1,4,3,8,High Value - At Risk
15421.0,28,10,3805.34,4,5,5,14,High Value - Loyal
15422.0,292,8,1615.02,2,4,4,10,High Value - At Risk
15423.0,7,4,219.14,5,3,1,9,Mid Value - Stable
15424.0,223,3,597.78,2,3,3,8,Mid Value - Stable
15425.0,369,4,1944.57,2,3,4,9,Mid Value - Stable
15426.0,2,10,2146.79,5,5,4,14,High Value - Loyal
15427.0,2,3,1483.14,5,3,4,12,Mid Value - Stable
15428.0,356,3,668.97,2,3,3,8,Mid Value - Stable
15429.0,44,2,210.61,4,2,1,7,New / Low Engagement
15430.0,437,3,903.75,1,3,3,7,Mid Value - Stable
15431.0,472,1,153.24,1,1,1,3,Low Value - Likely Churn
15432.0,497,3,130.07,1,3,1,5,Low Value - Likely Churn
15433.0,48,3,417.87,4,3,2,9,Mid Value - Stable
15434.0,1,12,2366.21,5,5,4,14,High Value - Loyal
15436.0,16,2,859.32,5,2,3,10,New / Low Engagement
15437.0,231,2,393.45,2,2,2,6,Low Value - Likely Churn
15438.0,100,1,156.57999999999998,3,1,1,5,Low Value - Likely Churn
15439.0,374,4,1269.05,2,3,4,9,Mid Value - Stable
15440.0,24,3,383.68,4,3,2,9,Mid Value - Stable
15441.0,365,3,1254.21,2,3,4,9,Mid Value - Stable
15442.0,218,1,594.0,2,1,3,6,Low Value - Likely Churn
15443.0,14,13,3556.2599999999998,5,5,5,15,High Value - Loyal
15444.0,9,1,342.9,5,1,2,8,New / Low Engagement
15445.0,233,2,284.5,2,2,2,6,Low Value - Likely Churn
15446.0,346,5,398.85,2,4,2,8,High Value - At Risk
15447.0,300,6,484.93,2,4,2,8,High Value - At Risk
15448.0,282,2,788.81,2,2,3,7,Mid Value - Stable
15449.0,54,4,644.4,4,3,3,10,Mid Value - Stable
15451.0,403,2,233.21,1,2,1,4,Low Value - Likely Churn
15452.0,40,5,1673.71,4,4,4,12,Mid Value - Stable
15453.0,5,6,1253.09,5,4,4,13,High Value - Loyal
15454.0,331,2,307.69,2,2,2,6,Low Value - Likely Churn
15455.0,567,1,38.25,1,1,1,3,Low Value - Likely Churn
15456.0,252,10,2119.27,2,5,4,11,High Value - At Risk
15457.0,231,1,237.07,2,1,1,4,Low Value - Likely Churn
15458.0,371,1,208.79999999999998,2,1,1,4,Low Value - Likely Churn
15459.0,386,2,202.82999999999998,2,2,1,5,Low Value - Likely Churn
15460.0,323,1,216.76,2,1,1,4,Low Value - Likely Churn
15461.0,430,3,391.29999999999995,1,3,2,6,Low Value - Likely Churn
15462.0,63,4,737.05,4,3,3,10,Mid Value - Stable
15464.0,307,1,1048.85,2,1,3,6,Low Value - Likely Churn
15465.0,31,38,11439.71,4,5,5,14,High Value - Loyal
15466.0,54,4,1571.01,4,3,4,11,Mid Value - Stable
15467.0,114,2,402.56,3,2,2,7,Mid Value - Stable
15468.0,4,7,1387.48,5,4,4,13,High Value - Loyal
15469.0,12,6,834.4,5,4,3,12,Mid Value - Stable
15470.0,545,1,63.419999999999995,1,1,1,3,Low Value - Likely Churn
15471.0,349,2,847.0799999999999,2,2,3,7,Mid Value - Stable
15472.0,82,1,371.56,3,1,2,6,Low Value - Likely Churn
15473.0,27,9,1026.0,4,4,3,11,Mid Value - Stable
15474.0,565,1,163.1,1,1,1,3,Low Value - Likely Churn
15475.0,46,1,454.10999999999996,4,1,2,7,New / Low Engagement
15476.0,349,5,2180.28,2,4,4,10,High Value - At Risk
15477.0,619,1,368.4,1,1,2,4,Low Value - Likely Churn
15478.0,9,3,2024.98,5,3,4,12,Mid Value - Stable
15479.0,702,1,147.4,1,1,1,3,Low Value - Likely Churn
15480.0,85,7,3592.25,3,4,5,12,Mid Value - Stable
15481.0,370,1,1993.34,2,1,4,7,Mid Value - Stable
15482.0,4,19,4042.6099999999997,5,5,5,15,High Value - Loyal
15483.0,130,10,862.2,3,5,3,11,Mid Value - Stable
15484.0,26,4,3092.37,4,3,5,12,Mid Value - Stable
15485.0,305,7,4328.14,2,4,5,11,High Value - At Risk
15486.0,496,1,102.0,1,1,1,3,Low Value - Likely Churn
15487.0,649,1,231.32,1,1,1,3,Low Value - Likely Churn
15488.0,62,5,431.92,4,4,2,10,Mid Value - Stable
15489.0,8,11,1983.98,5,5,4,14,High Value - Loyal
15490.0,399,2,188.1,1,2,1,4,Low Value - Likely Churn
15491.0,64,7,3090.85,3,4,5,12,Mid Value - Stable
15492.0,43,1,487.74,4,1,2,7,New / Low Engagement
15493.0,2,11,4280.43,5,5,5,15,High Value - Loyal
15494.0,90,5,3599.1,3,4,5,12,Mid Value - Stable
15495.0,348,1,246.5,2,1,1,4,Low Value - Likely Churn
15496.0,600,1,146.14000000000001,1,1,1,3,Low Value - Likely Churn
15497.0,282,10,8351.86,2,5,5,12,High Value - At Risk
15498.0,12,52,22557.9,5,5,5,15,High Value - Loyal
15499.0,693,1,161.6,1,1,1,3,Low Value - Likely Churn
15500.0,50,1,406.02,4,1,2,7,New / Low Engagement
15501.0,374,2,402.5,2,2,2,6,Low Value - Likely Churn
15502.0,1,23,8056.18,5,5,5,15,High Value - Loyal
15503.0,332,2,267.15,2,2,2,6,Low Value - Likely Churn
15504.0,50,5,413.9,4,4,2,10,Mid Value - Stable
15505.0,22,7,3497.14,4,4,5,13,High Value - Loyal
15506.0,15,5,1575.18,5,4,4,13,High Value - Loyal
15507.0,141,1,492.36,3,1,2,6,Low Value - Likely Churn
15508.0,158,6,1000.27,3,4,3,10,Mid Value - Stable
15509.0,349,1,166.51,2,1,1,4,Low Value - Likely Churn
15510.0,300,1,250.0,2,1,1,4,Low Value - Likely Churn
15511.0,7,4,744.3,5,3,3,11,Mid Value - Stable
15512.0,125,4,331.58,3,3,2,8,Mid Value - Stable
15513.0,0,41,27264.45,5,5,5,15,High Value - Loyal
15514.0,3,17,4429.85,5,5,5,15,High Value - Loyal
15515.0,356,1,171.81,2,1,1,4,Low Value - Likely Churn
15516.0,14,3,62.43,5,3,1,9,Mid Value - Stable
15517.0,202,1,267.03,3,1,2,6,Low Value - Likely Churn
15518.0,33,23,4103.78,4,5,5,14,High Value - Loyal
15519.0,352,2,344.61,2,2,2,6,Low Value - Likely Churn
15521.0,5,24,6674.44,5,5,5,15,High Value - Loyal
15522.0,2,2,398.84,5,2,2,9,New / Low Engagement
15523.0,53,18,17220.04,4,5,5,14,High Value - Loyal
15524.0,576,1,151.4,1,1,1,3,Low Value - Likely Churn
15525.0,342,2,783.71,2,2,3,7,Mid Value - Stable
15526.0,2,2,148.44,5,2,1,8,New / Low Engagement
15527.0,5,30,4861.4400000000005,5,5,5,15,High Value - Loyal
15528.0,223,1,229.33,2,1,1,4,Low Value - Likely Churn
15529.0,36,11,4760.41,4,5,5,14,High Value - Loyal
15530.0,119,4,1480.1,3,3,4,10,Mid Value - Stable
15532.0,100,11,3352.91,3,5,5,13,High Value - Loyal
15533.0,51,3,501.34000000000003,4,3,2,9,Mid Value - Stable
15534.0,695,1,162.25,1,1,1,3,Low Value - Likely Churn
15535.0,142,10,985.82,3,5,3,11,Mid Value - Stable
15536.0,378,1,259.09,2,1,2,5,Low Value - Likely Churn
15537.0,132,1,110.92,3,1,1,5,Low Value - Likely Churn
15538.0,507,11,3027.15,1,5,5,11,High Value - At Risk
15540.0,345,1,247.38,2,1,1,4,Low Value - Likely Churn
15541.0,83,1,85.13000000000001,3,1,1,5,Low Value - Likely Churn
15542.0,481,4,895.9,1,3,3,7,Mid Value - Stable
15543.0,257,2,242.84,2,2,1,5,Low Value - Likely Churn
15544.0,89,23,7362.33,3,5,5,13,High Value - Loyal
15545.0,23,2,428.05,4,2,2,8,New / Low Engagement
15546.0,576,3,539.5500000000001,1,3,2,6,Low Value - Likely Churn
15547.0,9,27,9618.48,5,5,5,15,High Value - Loyal
15548.0,565,1,158.09,1,1,1,3,Low Value - Likely Churn
15549.0,46,9,2308.46,4,4,4,12,Mid Value - Stable
15550.0,75,13,1853.25,3,5,4,12,Mid Value - Stable
15551.0,6,9,1659.28,5,4,4,13,High Value - Loyal
15552.0,186,2,252.52,3,2,2,7,Mid Value - Stable
15553.0,29,1,437.23,4,1,2,7,New / Low Engagement
15554.0,247,1,217.2,2,1,1,4,Low Value - Likely Churn
15555.0,3,43,10967.04,5,5,5,15,High Value - Loyal
15558.0,608,2,143.32999999999998,1,2,1,4,Low Value - Likely Churn
15559.0,537,1,1109.4,1,1,3,5,Low Value - Likely Churn
15560.0,367,2,153.52,2,2,1,5,Low Value - Likely Churn
15561.0,66,8,1505.62,3,4,4,11,Mid Value - Stable
15562.0,321,3,673.3800000000001,2,3,3,8,Mid Value - Stable
15563.0,170,6,2197.14,3,4,4,11,Mid Value - Stable
15564.0,432,2,70.74000000000001,1,2,1,4,Low Value - Likely Churn
15565.0,19,2,173.16,5,2,1,8,New / Low Engagement
15566.0,362,2,227.87,2,2,1,5,Low Value - Likely Churn
15568.0,14,2,422.52,5,2,2,9,New / Low Engagement
15569.0,73,10,3586.35,3,5,5,13,High Value - Loyal
15570.0,5,25,8866.97,5,5,5,15,High Value - Loyal
15571.0,3,12,3799.98,5,5,5,15,High Value - Loyal
15572.0,79,7,3071.1,3,4,5,12,Mid Value - Stable
15573.0,1,5,1207.18,5,4,4,13,High Value - Loyal
15574.0,147,7,1476.7,3,4,4,11,Mid Value - Stable
15575.0,589,1,30.1,1,1,1,3,Low Value - Likely Churn
15576.0,7,1,940.6700000000001,5,1,3,9,New / Low Engagement
15577.0,120,5,397.98,3,4,2,9,Mid Value - Stable
15578.0,131,1,127.1,3,1,1,5,Low Value - Likely Churn
15579.0,38,7,1267.25,4,4,4,12,Mid Value - Stable
15580.0,346,14,1221.95,2,5,4,11,High Value - At Risk
15581.0,90,43,5797.780000000001,3,5,5,13,High Value - Loyal
15582.0,69,2,541.51,3,2,2,7,Mid Value - Stable
15583.0,345,1,107.86,2,1,1,4,Low Value - Likely Churn
15584.0,17,5,1133.44,5,4,4,13,High Value - Loyal
15585.0,146,1,455.3,3,1,2,6,Low Value - Likely Churn
15586.0,560,4,1128.66,1,3,3,7,Mid Value - Stable
15587.0,19,7,1522.0800000000002,5,4,4,13,High Value - Loyal
15588.0,647,1,579.6,1,1,3,5,Low Value - Likely Churn
15589.0,222,4,456.58,2,3,2,7,Mid Value - Stable
15590.0,258,6,1466.41,2,4,4,10,High Value - At Risk
15591.0,552,3,217.9,1,3,1,5,Low Value - Likely Churn
15592.0,16,1,388.58,5,1,2,8,New / Low Engagement
15593.0,40,1,199.8,4,1,1,6,New / Low Engagement
15594.0,51,4,1502.18,4,3,4,11,Mid Value - Stable
15595.0,457,1,357.6,1,1,2,4,Low Value - Likely Churn
15596.0,70,16,3023.59,3,5,5,13,High Value - Loyal
15597.0,4,2,563.37,5,2,3,10,New / Low Engagement
15598.0,4,4,543.02,5,3,2,10,Mid Value - Stable
15599.0,173,2,937.15,3,2,3,8,Mid Value - Stable
15600.0,397,5,1178.71,1,4,4,9,High Value - At Risk
15601.0,25,34,14740.82,4,5,5,14,High Value - Loyal
15602.0,40,22,2623.29,4,5,4,13,High Value - Loyal
15603.0,48,3,74.73,4,3,1,8,Mid Value - Stable
15604.0,21,1,216.39,4,1,1,6,New / Low Engagement
15605.0,5,10,1933.4,5,5,4,14,High Value - Loyal
15606.0,26,19,4733.47,4,5,5,14,High Value - Loyal
15607.0,306,13,1578.57,2,5,4,11,High Value - At Risk
15608.0,29,4,1663.58,4,3,4,11,Mid Value - Stable
15609.0,152,2,270.03000000000003,3,2,2,7,Mid Value - Stable
15610.0,21,1,112.46000000000001,4,1,1,6,New / Low Engagement
15611.0,12,30,2607.26,5,5,4,14,High Value - Loyal
15612.0,5,2,195.15,5,2,1,8,New / Low Engagement
15613.0,579,1,433.71999999999997,1,1,2,4,Low Value - Likely Churn
15614.0,397,7,3008.86,1,4,5,10,High Value - At Risk
15615.0,0,53,20242.98,5,5,5,15,High Value - Loyal
15616.0,407,1,317.11,1,1,2,4,Low Value - Likely Churn
15617.0,365,3,828.5500000000001,2,3,3,8,Mid Value - Stable
15618.0,2,5,747.031,5,4,3,12,Mid Value - Stable
15620.0,19,8,1909.93,5,4,4,13,High Value - Loyal
15622.0,12,29,7700.03,5,5,5,15,High Value - Loyal
15623.0,110,8,2437.05,3,4,4,11,Mid Value - Stable
15624.0,86,4,588.13,3,3,3,9,Mid Value - Stable
15625.0,69,14,3203.25,3,5,5,13,High Value - Loyal
15626.0,44,4,1049.37,4,3,3,10,Mid Value - Stable
15627.0,426,2,566.9,1,2,3,6,Low Value - Likely Churn
15628.0,16,19,5096.4800000000005,5,5,5,15,High Value - Loyal
15629.0,419,4,2240.9,1,3,4,8,Mid Value - Stable
15630.0,14,4,1475.45,5,3,4,12,Mid Value - Stable
15631.0,611,1,596.67,1,1,3,5,Low Value - Likely Churn
15632.0,15,9,2840.96,5,4,5,14,High Value - Loyal
15633.0,478,18,4173.41,1,5,5,11,High Value - At Risk
15634.0,352,1,311.1,2,1,2,5,Low Value - Likely Churn
15635.0,365,1,100.35,2,1,1,4,Low Value - Likely Churn
15636.0,59,4,1444.58,4,3,4,11,Mid Value - Stable
15637.0,22,5,797.59,4,4,3,11,Mid Value - Stable
15638.0,270,9,2137.2,2,4,4,10,High Value - At Risk
15639.0,103,5,1028.33,3,4,3,10,Mid Value - Stable
15640.0,5,32,21762.07,5,5,5,15,High Value - Loyal
15641.0,74,12,5345.55,3,5,5,13,High Value - Loyal
15642.0,699,1,105.78000000000002,1,1,1,3,Low Value - Likely Churn
15643.0,148,6,647.4,3,4,3,10,Mid Value - Stable
15644.0,135,4,813.0,3,3,3,9,Mid Value - Stable
15645.0,372,3,430.56,2,3,2,7,Mid Value - Stable
15646.0,127,6,952.11,3,4,3,10,Mid Value - Stable
15647.0,384,1,169.0,2,1,1,4,Low Value - Likely Churn
15648.0,173,4,599.9,3,3,3,9,Mid Value - Stable
15649.0,305,4,2170.35,2,3,4,9,Mid Value - Stable
15650.0,484,3,539.03,1,3,2,6,Low Value - Likely Churn
15651.0,6,5,1259.06,5,4,4,13,High Value - Loyal
15652.0,60,6,1411.84,4,4,4,12,Mid Value - Stable
15653.0,62,2,877.4399999999999,4,2,3,9,New / Low Engagement
15655.0,202,2,511.32,3,2,2,7,Mid Value - Stable
15656.0,14,4,748.5,5,3,3,11,Mid Value - Stable
15658.0,159,13,2270.34,3,5,4,12,Mid Value - Stable
15659.0,13,3,532.49,5,3,2,10,Mid Value - Stable
15660.0,54,16,2419.78,4,5,4,13,High Value - Loyal
15661.0,286,8,1215.95,2,4,4,10,High Value - At Risk
15662.0,630,2,283.73,1,2,2,5,Low Value - Likely Churn
15663.0,75,1,138.14,3,1,1,5,Low Value - Likely Churn
15664.0,20,7,1212.35,5,4,4,13,High Value - Loyal
15665.0,137,5,4015.12,3,4,5,12,Mid Value - Stable
15666.0,441,2,632.9399999999999,1,2,3,6,Low Value - Likely Churn
15667.0,9,1,301.32,5,1,2,8,New / Low Engagement
15668.0,187,1,76.32000000000001,3,1,1,5,Low Value - Likely Churn
15669.0,9,5,677.69,5,4,3,12,Mid Value - Stable
15670.0,266,3,315.2,2,3,2,7,Mid Value - Stable
15671.0,64,8,1951.25,3,4,4,11,Mid Value - Stable
15672.0,694,1,45.300000000000004,1,1,1,3,Low Value - Likely Churn
15673.0,57,10,6409.84,4,5,5,14,High Value - Loyal
15674.0,42,18,6217.85,4,5,5,14,High Value - Loyal
15675.0,50,4,542.04,4,3,2,9,Mid Value - Stable
15676.0,4,3,3247.44,5,3,5,13,High Value - Loyal
15677.0,18,3,1305.63,5,3,4,12,Mid Value - Stable
15678.0,22,3,1893.89,4,3,4,11,Mid Value - Stable
15679.0,123,2,260.26,3,2,2,7,Mid Value - Stable
15680.0,9,11,4152.51,5,5,5,15,High Value - Loyal
15681.0,152,13,2237.06,3,5,4,12,Mid Value - Stable
15682.0,568,3,316.99,1,3,2,6,Low Value - Likely Churn
15683.0,86,2,524.54,3,2,2,7,Mid Value - Stable
15684.0,516,6,147.8,1,4,1,6,High Value - At Risk
15685.0,419,1,55.980000000000004,1,1,1,3,Low Value - Likely Churn
15686.0,389,1,90.0,2,1,1,4,Low Value - Likely Churn
15687.0,34,8,2229.58,4,4,4,12,Mid Value - Stable
15688.0,388,1,190.57,2,1,1,4,Low Value - Likely Churn
15689.0,89,3,521.03,3,3,2,8,Mid Value - Stable
15690.0,70,1,111.0,3,1,1,5,Low Value - Likely Churn
15691.0,221,5,511.8,2,4,2,8,High Value - At Risk
15693.0,628,1,37.5,1,1,1,3,Low Value - Likely Churn
15694.0,36,25,8803.1,4,5,5,14,High Value - Loyal
15695.0,236,4,1131.04,2,3,4,9,Mid Value - Stable
15696.0,2,21,3757.4700000000003,5,5,5,15,High Value - Loyal
15697.0,659,1,246.75,1,1,1,3,Low Value - Likely Churn
15698.0,593,1,46.2,1,1,1,3,Low Value - Likely Churn
15700.0,141,3,664.03,3,3,3,9,Mid Value - Stable
15701.0,37,3,1223.2,4,3,4,11,Mid Value - Stable
15702.0,445,2,140.39000000000001,1,2,1,4,Low Value - Likely Churn
15703.0,234,1,211.5,2,1,1,4,Low Value - Likely Churn
15704.0,109,8,3744.1800000000003,3,4,5,12,Mid Value - Stable
15705.0,170,1,143.1,3,1,1,5,Low Value - Likely Churn
15706.0,29,7,1001.8100000000001,4,4,3,11,Mid Value - Stable
15707.0,4,4,945.58,5,3,3,11,Mid Value - Stable
15708.0,10,14,4323.9800000000005,5,5,5,15,High Value - Loyal
15709.0,253,2,327.85,2,2,2,6,Low Value - Likely Churn
15710.0,386,1,898.87,2,1,3,6,Low Value - Likely Churn
15711.0,526,2,420.25,1,2,2,5,Low Value - Likely Churn
15712.0,40,12,3261.01,4,5,5,14,High Value - Loyal
15713.0,112,6,985.99,3,4,3,10,Mid Value - Stable
15714.0,47,4,586.4100000000001,4,3,3,10,Mid Value - Stable
15715.0,525,5,658.02,1,4,3,8,High Value - At Risk
15716.0,115,11,3056.81,3,5,5,13,High Value - Loyal
15717.0,203,5,607.0,3,4,3,10,Mid Value - Stable
15718.0,509,1,293.79,1,1,2,4,Low Value - Likely Churn
15719.0,2,39,10134.36,5,5,5,15,High Value - Loyal
15720.0,519,1,143.19,1,1,1,3,Low Value - Likely Churn
15722.0,5,15,5120.05,5,5,5,15,High Value - Loyal
15723.0,334,4,947.65,2,3,3,8,Mid Value - Stable
15724.0,170,5,299.8,3,4,2,9,Mid Value - Stable
15726.0,359,1,321.91,2,1,2,5,Low Value - Likely Churn
15727.0,76,14,8875.84,3,5,5,13,High Value - Loyal
15728.0,18,3,409.80000000000007,5,3,2,10,Mid Value - Stable
15729.0,167,5,154.70000000000002,3,4,1,8,Mid Value - Stable
15730.0,35,7,1708.18,4,4,4,12,Mid Value - Stable
15731.0,523,1,125.3,1,1,1,3,Low Value - Likely Churn
15732.0,181,12,1637.52,3,5,4,12,Mid Value - Stable
15733.0,252,1,162.3,2,1,1,4,Low Value - Likely Churn
15734.0,84,4,2263.3,3,3,4,10,Mid Value - Stable
15735.0,390,1,327.68,2,1,2,5,Low Value - Likely Churn
15736.0,399,3,1717.27,1,3,4,8,Mid Value - Stable
15737.0,42,10,997.6,4,5,3,12,Mid Value - Stable
15738.0,12,44,13025.220000000001,5,5,5,15,High Value - Loyal
15739.0,35,1,449.12,4,1,2,7,New / Low Engagement
15740.0,18,1,154.88,5,1,1,7,New / Low Engagement
15741.0,427,2,208.62,1,2,1,4,Low Value - Likely Churn
15742.0,588,1,156.87,1,1,1,3,Low Value - Likely Churn
15743.0,6,3,571.61,5,3,3,11,Mid Value - Stable
15744.0,47,1,34.8,4,1,1,6,New / Low Engagement
15745.0,3,4,908.4300000000001,5,3,3,11,Mid Value - Stable
15746.0,103,2,182.96,3,2,1,6,Low Value - Likely Churn
15747.0,89,9,2136.09,3,4,4,11,Mid Value - Stable
15748.0,9,3,614.7600000000001,5,3,3,11,Mid Value - Stable
15749.0,204,4,21535.9,3,3,5,11,Mid Value - Stable
15750.0,7,22,6165.021,5,5,5,15,High Value - Loyal
15751.0,430,14,1318.84,1,5,4,10,High Value - At Risk
15752.0,9,10,4199.09,5,5,5,15,High Value - Loyal
15753.0,274,1,79.2,2,1,1,4,Low Value - Likely Churn
15754.0,20,12,3001.86,5,5,5,15,High Value - Loyal
15755.0,43,18,5676.69,4,5,5,14,High Value - Loyal
15756.0,30,4,532.96,4,3,2,9,Mid Value - Stable
15757.0,35,6,2940.36,4,4,5,13,High Value - Loyal
15759.0,187,10,810.98,3,5,3,11,Mid Value - Stable
15760.0,600,5,-5795.87,1,4,1,6,High Value - At Risk
15761.0,412,1,143.05,1,1,1,3,Low Value - Likely Churn
15762.0,34,2,583.75,4,2,3,9,New / Low Engagement
15763.0,1,3,1048.67,5,3,3,11,Mid Value - Stable
15764.0,50,14,4453.28,4,5,5,14,High Value - Loyal
15765.0,636,1,370.63,1,1,2,4,Low Value - Likely Churn
15766.0,33,4,799.66,4,3,3,10,Mid Value - Stable
15767.0,610,2,-242.70000000000002,1,2,1,4,Low Value - Likely Churn
15768.0,85,36,15559.46,3,5,5,13,High Value - Loyal
15769.0,0,50,80865.38,5,5,5,15,High Value - Loyal
